app-518,benign-app-518-13B4DF62B3EFB771630A070D52ED5176331AD43EF182ADA3FF3761D009AF6D8E.apk.logcat,malicious-app-518-74E02ECD1C9255240D58BD78A9D630A06A5F0C7F0384422C6034951D9EE60F7D.apk.logcat
app-1361,benign-app-1361-62CA2D6676701B1754F40476F030D2ACBFE99E45EAB8FB89F00E0667F46361F2.apk.logcat,malicious-app-1361-5C5EFAE6A44D77E7F2F070249EB8014226FFFEB89AA7862273D192BD4FB87B9A.apk.logcat
app-1364,benign-app-1364-62F4203B8F9AFF90FC0A965993AB2D21FCE9FCD2042887B130B1F44C6DB8CD77.apk.logcat,malicious-app-1364-E54941509B322A4FEB864F88D98246FA0E273650DEE9FE1B640F27882E2ECACC.apk.logcat
app-1365,benign-app-1365-62FED91D8474191E824676AF5EA50BDE2C43C1FEB2FBC58E49AE6EACD0F31286.apk.logcat,malicious-app-1365-C34D7F2074FD4232A321F4A65A4EB65FDB5DFD5EB1CE5EE20157B36960CCAE28.apk.logcat
app-1366,benign-app-1366-63161B3B2D69A97CE2AB5F4F67CE722DB5DB7594028641D148045A6783EA1336.apk.logcat,malicious-app-1366-3B8B994930B233A75C4B8969920D274F5944230A53EC620C35BCEDD9984A0F34.apk.logcat
app-1367,benign-app-1367-6316F55AF04AC08312A60E96731282A969626AE3693DF6A3124395C1ABBD20CF.apk.logcat,malicious-app-1367-16F2B6144B3B6BBD3ECE4C87867AAC8670271332185C07946025F10DB79D546B.apk.logcat
app-1368,benign-app-1368-632E2708858C0BE6C26BB95D9381CC0CFB046356D935EFCF835988CE7CAD18E8.apk.logcat,malicious-app-1368-606128DDBF2A0408F719DB40F2AB7F0125FDD91251191525D163F0A01EDF05E7.apk.logcat
app-1370,benign-app-1370-634C2CB7EEBB7AAE638737B30D1D09F4DBF397FA9395EC82A769860AF9FE1A00.apk.logcat,malicious-app-1370-9F7FDF8B4DAFCAD685CBE2FCD91A1BA7E294C4916E976ACFA5B41E8B2563E121.apk.logcat
app-1372,benign-app-1372-6352A554C776E7AC65C501772BFD8A5BDB4D8C179A8AF952E30A545181CD8C34.apk.logcat,malicious-app-1372-C969A9217F3FF04136580C39BC8857A40563111C402F77DE24AE7DCF673F8E93.apk.logcat
app-1376,benign-app-1376-63CAD0A659B5AF8E2688AFEC01FB6520E055522F896E3B4B632ECD92864EE270.apk.logcat,malicious-app-1376-D9BC4513337FA6338FA144FED0A9A6FC051BE15863D46044491CF26003A8BBB6.apk.logcat
app-1377,benign-app-1377-63EDD1C827AB3AA5ACE09DFCC091965D802B7FE3F051376DB5B178861A727F93.apk.logcat,malicious-app-1377-CBE35980405C0AF560BA8FE51FB5D9F8604ABC5AAE0A8FCF7AFAA787D15F250A.apk.logcat
app-1378,benign-app-1378-644A89C49B4A0E9A6B2937250ABE66562791F62524CC50196CB87A63A709C924.apk.logcat,malicious-app-1378-19D647C0D0F393E127278AC37091C4D83B5132CB66B0E385336B1B2466459FB4.apk.logcat
app-1381,benign-app-1381-64B976E3309F436C4C624976B17443E79AC62DD4EB06FD63078C0D8BB137D7F7.apk.logcat,malicious-app-1381-078E0AE6E398798FBAB485EC894BE593AC2F064A280BAB6EDACC8C7579BBBA70.apk.logcat
app-1382,benign-app-1382-64CD2C8B6C004A58F28EE9F48BCC7B51DFFF9BE15A7ADEF178F9201BE0251502.apk.logcat,malicious-app-1382-3FD19699E61283034A63F79B03122184A045957F602EB4F09C73CDD1D4A48C7D.apk.logcat
app-1383,benign-app-1383-64E7C2BF25B625074649BCBE945E8000CFC407AD95FEFB51ECAF2CC4F6C8C0E7.apk.logcat,malicious-app-1383-71CEC66F149D1D5B1EC740A02FED9F7563517689D4E685296DE204168A2984FF.apk.logcat
app-1385,benign-app-1385-6512DA2B710375051CEC37D45CADB09E66941D3A61C9B929AF2E1E5A1C57B8C6.apk.logcat,malicious-app-1385-0E33E1CB74B72C395DDC4FC9A7EEC9E93ACD7EDC0605304812C0A7CE28B82057.apk.logcat
app-1386,benign-app-1386-651C9634EE9B11974E51ECF89266D29DEFC763D75558D9487E4F02D62A56FEAE.apk.logcat,malicious-app-1386-C3B1AD596B674AC2B7A313525D9AA18B3DDBC01F85D72954FC08C3EA20C65D80.apk.logcat
app-1387,benign-app-1387-6523887E5B576E5B86FC427BC5E48221FBCC5975C5C442AF75F5B4075674CBB5.apk.logcat,malicious-app-1387-B15E9B29CB7CE57F492FF9FDEEF83295CB22CF968F51028982C026EAF3984679.apk.logcat
app-1388,benign-app-1388-652CB4430F2AB7EEDD4353F6A18EB7A46CEA26C002F8D959281750B924AD9B2C.apk.logcat,malicious-app-1388-69F646431277DD3B83225E5737B4CECDFA0D6D1AB69DB7E4A951756553577D33.apk.logcat
app-1389,benign-app-1389-6542C21B59DA80AEBF2321DDABBD3473B66D4B6D42630153DEE984CF9FD12420.apk.logcat,malicious-app-1389-51588592AC57D613474D3672E681DCBF15C5575DBE04A5507CBBC5B91CB7A5B3.apk.logcat
app-1394,benign-app-1394-65A36D864E7115432D5D913CC15C3C7C969C2F10C1A09032A5A6E8E593AB7515.apk.logcat,malicious-app-1394-E7EBC34BB1730A22931093CF5E223DDF3B792CA912C481733B01787B4A36E089.apk.logcat
